Taxa Selic - Dados diários;Filtros aplicados: Data inicial: 02/01/2020 / Data final: 30/09/2025.;;;;;;;;;
Data;Taxa (% a.a.);Fator diário;Financeiro (R$);Operações;Taxa média;Taxa mediana;Taxa modal;Desvio padrão;Índice de curtose;
28/04/2020;3,65;1,00014227;797.743.135.745,9;917;3,65;3,64;3,65;0,0243;405,7370;
27/04/2020;3,65;1,00014227;804.386.943.268,39;909;3,65;3,64;3,65;0,0204;587,3734;
24/04/2020;3,65;1,00014227;785.594.533.336,19;900;3,65;3,64;3,65;0,0178;504,2252;
23/04/2020;3,65;1,00014227;801.055.239.969,7;816;3,65;3,64;3,65;0,0168;747,4105;
22/04/2020;3,65;1,00014227;788.202.019.429,26;913;3,65;3,64;3,65;0,0186;530,5232;
20/04/2020;3,65;1,00014227;801.422.346.771,32;839;3,65;3,64;3,65;0,0174;600,1023;
17/04/2020;3,65;1,00014227;800.394.220.667,01;835;3,65;3,64;3,65;0,0188;692,9248;
16/04/2020;3,65;1,00014227;815.086.965.513,66;820;3,65;3,64;3,65;0,0195;599,1397;
15/04/2020;3,65;1,00014227;802.880.352.686,62;846;3,65;3,64;3,65;0,0205;531,5381;
14/04/2020;3,65;1,00014227;794.161.791.862,04;893;3,65;3,64;3,65;0,0203;432,0189;
13/04/2020;3,65;1,00014227;765.286.412.687,31;857;3,65;3,64;3,65;0,0172;629,2296;
09/04/2020;3,65;1,00014227;778.485.242.829,17;845;3,65;3,64;3,65;0,0181;707,1489;
08/04/2020;3,65;1,00014227;793.778.140.913,87;756;3,65;3,64;3,65;0,0159;750,5727;
07/04/2020;3,65;1,00014227;787.810.001.723,27;839;3,65;3,64;3,65;0,0168;705,2218;
06/04/2020;3,65;1,00014227;777.221.747.312,85;913;3,65;3,64;3,65;0,0218;302,4360;
03/04/2020;3,65;1,00014227;793.775.660.805,69;863;3,65;3,64;3,65;0,0166;344,4263;
02/04/2020;3,65;1,00014227;803.678.846.183,62;822;3,65;3,64;3,65;0,0197;438,7887;
01/04/2020;3,65;1,00014227;805.415.752.393,59;853;3,65;3,64;3,65;0,0222;307,2304;
31/03/2020;3,65;1,00014227;609.040.609.030,45;891;3,65;3,64;3,65;0,0267;232,7121;
30/03/2020;3,65;1,00014227;632.032.829.644,52;903;3,65;3,64;3,65;0,0237;326,6830;
27/03/2020;3,65;1,00014227;564.402.380.363,43;923;3,65;3,64;3,65;0,0336;276,6050;
26/03/2020;3,65;1,00014227;566.666.815.232,44;912;3,65;3,64;3,65;0,0237;306,1324;
25/03/2020;3,65;1,00014227;584.584.063.865,78;1000;3,65;3,64;3,65;0,0220;233,8499;
24/03/2020;3,65;1,00014227;587.695.778.829,66;927;3,65;3,64;3,65;0,0214;356,3103;
23/03/2020;3,65;1,00014227;591.514.647.672,5;895;3,65;3,64;3,65;0,0222;377,9268;
20/03/2020;3,65;1,00014227;621.266.642.639,52;945;3,65;3,64;3,65;0,0247;235,7482;
19/03/2020;3,65;1,00014227;663.853.698.847,99;916;3,65;3,64;3,65;0,0255;460,1283;
18/03/2020;4,15;1,00016137;566.773.981.358,57;895;4,15;4,14;4,15;0,0397;201,1603;
17/03/2020;4,15;1,00016137;568.171.568.496,52;878;4,14;4,14;4,15;0,0436;187,5442;
16/03/2020;4,15;1,00016137;552.202.754.563,6;940;4,15;4,14;4,15;0,0437;186,3213;
13/03/2020;4,15;1,00016137;512.963.246.587,18;891;4,15;4,14;4,15;0,0314;353,6521;
12/03/2020;4,15;1,00016137;497.269.438.748,29;922;4,15;4,14;4,15;0,0330;393,2936;
11/03/2020;4,15;1,00016137;491.952.861.220,08;961;4,14;4,14;4,15;0,0594;120,7885;
10/03/2020;4,15;1,00016137;513.852.657.661,07;881;4,14;4,14;4,15;0,0524;145,3407;
09/03/2020;4,15;1,00016137;493.062.301.509,21;911;4,15;4,14;4,15;0,0316;297,8885;
06/03/2020;4,15;1,00016137;470.351.360.749,36;934;4,15;4,14;4,15;0,0280;565,3284;
05/03/2020;4,15;1,00016137;479.643.448.136,1;927;4,15;4,14;4,15;0,0503;150,7085;
04/03/2020;4,15;1,00016137;472.399.475.641,27;886;4,15;4,14;4,15;0,0198;298,3913;
03/03/2020;4,15;1,00016137;465.893.863.314,12;877;4,15;4,14;4,15;0,0248;283,4288;
02/03/2020;4,15;1,00016137;466.167.927.364,49;960;4,15;4,14;4,15;0,0294;192,2389;
28/02/2020;4,15;1,00016137;342.534.975.848,76;989;4,14;4,14;4,15;0,0299;366,4947;
27/02/2020;4,15;1,00016137;350.786.986.239,03;973;4,15;4,14;4,15;0,0234;389,0410;
26/02/2020;4,15;1,00016137;339.419.708.242,63;900;4,15;4,14;4,15;0,0242;331,0814;
21/02/2020;4,15;1,00016137;353.373.831.338,99;946;4,15;4,14;4,15;0,0287;376,6829;
20/02/2020;4,15;1,00016137;397.585.551.983,53;923;4,15;4,14;4,15;0,0231;235,1178;
19/02/2020;4,15;1,00016137;400.548.129.939,36;914;4,15;4,14;4,15;0,0232;498,7483;
18/02/2020;4,15;1,00016137;390.220.697.951,93;946;4,15;4,14;4,15;0,0211;404,8508;
17/02/2020;4,15;1,00016137;387.740.373.620,1;965;4,15;4,14;4,15;0,0210;369,6390;
14/02/2020;4,15;1,00016137;351.979.061.246,77;972;4,15;4,14;4,15;0,0259;213,3099;
13/02/2020;4,15;1,00016137;366.307.344.323,33;936;4,15;4,14;4,15;0,0217;293,9299;
12/02/2020;4,15;1,00016137;373.324.322.444,83;931;4,15;4,14;4,15;0,0221;406,4109;
11/02/2020;4,15;1,00016137;373.740.201.287,72;944;4,15;4,14;4,15;0,0303;300,8713;
10/02/2020;4,15;1,00016137;365.006.285.027,08;979;4,15;4,14;4,15;0,0239;228,6655;
07/02/2020;4,15;1,00016137;329.245.408.796,92;932;4,15;4,14;4,15;0,0227;216,4069;
06/02/2020;4,15;1,00016137;326.086.143.899,92;929;4,15;4,14;4,15;0,0229;196,3836;
05/02/2020;4,4;1,00017089;363.826.432.059,77;897;4,4;4,39;4,4;0,0252;252,8248;
04/02/2020;4,4;1,00017089;355.705.324.658,25;950;4,39;4,39;4,4;0,0391;159,8388;
03/02/2020;4,4;1,00017089;348.485.161.929,03;945;4,39;4,39;4,4;0,0344;155,4172;
31/01/2020;4,4;1,00017089;347.692.729.589;1011;4,39;4,39;4,4;0,0358;116,2936;
30/01/2020;4,4;1,00017089;413.636.846.035,36;938;4,4;4,39;4,4;0,0200;287,6082;
29/01/2020;4,4;1,00017089;395.547.264.645;937;4,4;4,39;4,4;0,0224;375,6772;
28/01/2020;4,4;1,00017089;376.554.922.605,24;952;4,4;4,39;4,4;0,0242;169,6805;
27/01/2020;4,4;1,00017089;382.355.279.850,4;937;4,4;4,39;4,4;0,0203;240,4674;
24/01/2020;4,4;1,00017089;386.669.675.503,27;941;4,4;4,39;4,4;0,0288;304,3385;
23/01/2020;4,4;1,00017089;405.861.031.219,63;927;4,4;4,39;4,4;0,0183;338,2556;
22/01/2020;4,4;1,00017089;409.720.295.874,46;903;4,4;4,39;4,4;0,0199;262,0455;
21/01/2020;4,4;1,00017089;416.453.823.377,59;924;4,4;4,39;4,4;0,0186;343,6871;
20/01/2020;4,4;1,00017089;444.075.351.789,12;899;4,4;4,39;4,4;0,0194;358,2124;
17/01/2020;4,4;1,00017089;447.606.944.854,35;916;4,4;4,39;4,4;0,0298;350,4236;
16/01/2020;4,4;1,00017089;463.968.531.192,38;895;4,4;4,39;4,4;0,0200;261,0464;
15/01/2020;4,4;1,00017089;465.305.848.215,58;938;4,4;4,39;4,4;0,0351;224,2158;
14/01/2020;4,4;1,00017089;463.517.887.482,83;934;4,4;4,39;4,4;0,0198;320,1789;
13/01/2020;4,4;1,00017089;454.938.917.550,58;889;4,4;4,39;4,4;0,0281;227,8862;
10/01/2020;4,4;1,00017089;453.024.576.792;962;4,4;4,39;4,4;0,0227;339,0484;
09/01/2020;4,4;1,00017089;464.317.169.249,48;937;4,4;4,39;4,4;0,0335;276,4638;
08/01/2020;4,4;1,00017089;453.552.991.866,18;909;4,4;4,39;4,4;0,0310;220,9952;
07/01/2020;4,4;1,00017089;454.986.860.796,62;898;4,4;4,39;4,4;0,0300;242,4632;
06/01/2020;4,4;1,00017089;445.394.323.834,72;895;4,4;4,39;4,4;0,0285;218,2480;
03/01/2020;4,4;1,00017089;441.830.394.652,83;897;4,4;4,39;4,4;0,0285;224,6523;
02/01/2020;4,4;1,00017089;441.727.101.590,57;916;4,4;4,39;4,4;0,0393;140,6259;
